?subject	?name	?year	?band	?gender
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Mike-Williams-(DJ)>	"Mike Williams"	2014	false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Norah-Jones>	"Norah Jones"	2000	false	"female"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/London-Grammar>	"London Grammar"	2009	true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Leven-Kali>	"Leven Kali"	2010	false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Liam-Bailey>	"Liam Bailey"		false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Chris-Cagle-discography>	"Chris Cagle"		false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Mimosa>	"Mimosa"		false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/The-Chi-Lites>	"The Chi-Lites"	1959	true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Ivory-(Gin-Wigmore-album)>	"Gin Wigmore"		false	"female"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Nacho-Libre>	"Nacho"		false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Gabriella>	"Gabriella"		false	"female"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Red-Hot-Chili-Peppers>	"Red Hot Chili Peppers"	1983	true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/The-Story-So-Far-(band)>	"The Story So Far"	2007	true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/The-Brian-Setzer-Orchestra>	"Brian Setzer Orchestra"	1990	true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/The-Coral>	"The Coral"	1996	true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Lee-Brice>	"Lee Brice"	2007	false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Oscar>	"Oscar & the Wolf"		false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Rodrigo-Amarante>	"Rodrigo Amarante"	1997	false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/The-Applejacks-(British-band)>	"Megan Davies"	1963	false	"female"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/James-Morrison-(singer)>	"James Morrison"	2006	false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Radical-Face>	"Radical Face"	2000	false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Mason-Greenwood>	"Mason"		false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Boyce-Avenue>	"Boyce Avenue"	2004	true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Mœnia>	"Moenia"	1985	true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/GusGus>	"GusGus"	1995	true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Barry-Manilow>	"Barry Manilow"	1964	false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Widespread-Panic>	"Widespread Panic"	1986	true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Avalanche>	"The Avalanches"		true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Queens-of-the-Stone-Age>	"Queens of the Stone Age"	1996	true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/James-Blunt>	"James Blunt"	2003	false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Matt-Wertz>	"Matt Wertz"	2001	false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Missing-Persons-(band)>	"Missing Persons"	1980	true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Mark-Farina>	"Mark Farina"	1988	false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Kirk-Franklin>	"Kirk Franklin"	1992	false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Huey-Lewis-and-the-News>	"Huey Lewis And The News"	1979	true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Unspoken>	"Unspoken"		true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/The-Airborne-Toxic-Event>	"The Airborne Toxic Event"	2006	true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Chrome-OS>	"Chrome"		true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Regulo-Caro>	"Regulo Caro"	2010	false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Deltron-3030>	"Deltron 3030"	1999	true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/The-Offspring>	"The Offspring"	1984	true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Jacques-Greene>	"Jacques Greene"		false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Imogen-Heap>	"Imogen Heap"	1997	false	"female"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Steve-Earle>	"Steve Earle"	1968	false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Dana-Fuchs>	"Dana Fuchs"		false	"female"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Suede-(band)>	"Suede"	1989	true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/MC-Eiht>	"Mc Eiht"	1989	false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Felix-Jaehn>	"Felix Jaehn"	2012	false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/As-You-Were-(Liam-Gallagher-album)>	"Liam Gallagher"		false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Andrew-W.K.-discography>	"Andrew W.K."		false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Bauhaus-(band)>	"Bauhaus"	1978	true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Aleks-Syntek>	"Aleks Syntek"	1979	false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Gloria-Gaynor>	"Gloria Gaynor"	1965	false	"female"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Candlebox>	"Candlebox"	1990	true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Krokus-(band)>	"Krokus"	1975	true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Mary-Chapin-Carpenter>	"Mary Chapin Carpenter"	1987	false	"female"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Lady-Leshurr>	"Lady Leshurr"	2009	false	"female"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/ODESSA>	"Odessa"		true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Big-Mountain-(band)>	"Big Mountain"	1988	true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Tick-Tock-(Clean-Bandit-and-Mabel-song)>	"24kgoldn"		false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Bobby-McFerrin>	"Bobby McFerrin"	1970	false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/This-Is-How-We-Do-It>	"Joe Stone"		false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Me-First-and-the-Gimme-Gimmes>	"Me First And The Gimme Gimmes"	1995	true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Little-Dragon>	"Little Dragon"	1996	true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/The-Next-Next-Level>	"Next"		true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Salif-Keita>	"Salif Keita"		false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/The-Rocket-Summer>	"The Rocket Summer"	1999	false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Anna-of-the-North>	"ANNA OF THE NORTH"	2014	false	"female"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Missy-Higgins-discography>	"Missy Higgins"		false	"female"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Amber-Mark>	"Amber Mark"	2016	false	"female"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Marilyn-Manson>	"Marilyn Manson"	1989	true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Escuela-Mier-y-Pesado>	"Pesado"		true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Caribou-(album)>	"Caribou"		false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/JID>	"JID"	2010	false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Phantom>	"Phantoms"		true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Warner-Music-Australasia>	"Sueco the Child"		false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/The-Chieftains>	"The Chieftains"	1962	true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Mtume>	"Mtume"	1973	true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Miranda-Lambert>	"Miranda Lambert"	2000	false	"female"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/The-Interrupters-(band)>	"The Interrupters"	2011	true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Leeland-(band)>	"Leeland"	2000	true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Jovanotti>	"Jovanotti"	1988	false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Kacey-Musgraves>	"Kacey Musgraves"	2000	false	"female"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/The-Spill-Canvas>	"The Spill Canvas"	2001	true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Incubus-(band)>	"Incubus"	1991	true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Cassidy>	"Cassidy"		false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Girl-Talk-(musician)>	"Girl Talk"	2001	false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Cornelius>	"Cornelius"		false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Glades>	"Glades"		true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/The-Hold-Steady>	"The Hold Steady"	2003	true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Kaki-King>	"Kaki King"	2001	false	"female"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Dawes-(band)>	"Dawes"	2009	true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Tim-Hecker>	"Tim Hecker"	1996	false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/David-Banner>	"David Banner"	1995	false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Debbie-Gibson>	"Debbie Gibson"	1986	false	"female"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Yuksek>	"Yuksek"	2002	false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Interpol-(band)>	"Interpol"	1997	true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Homeshake>	"Homeshake"	2012	true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Wax-Tailor>	"Wax Tailor"	2001	false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Alexandra-Stan>	"Alexandra Stan"	2009	false	"female"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Blessthefall>	"blessthefall"	2004	true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/H2O-(disambiguation)>	"H2O"		false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Rogue-Wave-(band)>	"Rogue Wave"	2002	true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Berhana>	"Berhana"	2016	false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Inner-Circle-(band)>	"Inner Circle"	1968	true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Six60>	"Six60"	2008	true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Horse-Feathers-(band)>	"Horse Feathers"	2004	true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Elle-Varner>	"Elle Varner"	2009	false	"female"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Face-to-face-interaction>	"Face To Face"		true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Inna>	"Inna"	2008	false	"female"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Adrian-Marcel>	"Adrian Marcel"	2012	false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Overkill-(band)>	"Overkill"	1980	true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Dethklok>	"Dethklok"	2006	true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/P.O.D.>	"P.O.D."	1992	true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/B.-J.-Thomas>	"B.J. Thomas"	1966	false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/RKCB>	"RKCB"		true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/The-Wanted>	"The Wanted"	2009	true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Rufus-Wainwright>	"Rufus Wainwright"	1988	false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Hrvy>	"HRVY"	2013	false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Teenage-Fanclub>	"Teenage Fanclub"	1989	true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/DJ-Drama>	"DJ Drama"	2003	false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Brad-Paisley>	"Brad Paisley"	1998	false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/The-Dear-Hunter>	"The Dear Hunter"	2005	true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Television-(Television-album)>	"Television"		true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Matthew-Morrison>	"Matthew Morrison"	1997	false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Ty-Segall>	"Ty Segall"	2008	false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Andy-Shauf>	"Andy Shauf"	2000	false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Soko-(singer)>	"Soko"	2002	false	"female"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Steve-Angello>	"Steve Angello"	2001	false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Zero-7>	"Zero 7"	1997	true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Dash-Berlin>	"Dash Berlin"	2006	true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Magic-(Ben-Rector-album)>	"Ben Rector"		false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/The-Naked-and-Famous>	"The Naked and Famous"	2007	true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Keep-Ya-Head-Up>	"Dave Hollister"		false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Jonathan-Coulton>	"Jonathan Coulton"	2003	false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Lyle-Lovett>	"Lyle Lovett"	1980	false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Yungblud>	"Yungblud"	2017	false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Foxy-Shazam>	"Foxy Shazam"	2004	true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Bruno-Mars>	"Bruno Mars"	2004	false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Steve-Winwood>	"Steve Winwood"	1961	false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Steel-Panther>	"Steel Panther"	2000	true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Young-the-Giant>	"Young the Giant"	2004	true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Beth-Orton-discography>	"Beth Orton"		false	"female"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Keyshia-Cole>	"Keyshia Cole"	1998	false	"female"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/The-Marías>	"The Marias"	2016	true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Northlane>	"Northlane"	2009	true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Maxo-Kream>	"Maxo Kream"	2012	false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/M83-(band)>	"M83"	2001	true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Kirko-Bangz>	"Kirko Bangz"	2009	false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Cimorelli>	"Cimorelli"	2007	true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Joywave>	"Joywave"	2010	true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Faster-Pussycat>	"Faster Pussycat"	1985	true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Deafheaven>	"Deafheaven"	2010	true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Sun-Ra>	"Sun Ra"	1934	false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Sum-41>	"Sum 41"	1996	true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Falling-in-Reverse>	"Falling In Reverse"	2008	true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/CocoRosie>	"CocoRosie"	2003	true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Mauro-Picotto>	"Mauro Picotto"	1989	false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Summer-Heart>	"Summer Heart"	2011	false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Enya>	"Enya"	1976	false	"female"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Karol-G>	"Karol G"	2006	false	"female"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Ørjan-Nilsen>	"Ørjan Nilsen"	2004	false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Attila-(metalcore-band)>	"Attila"	2005	true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Chaka-Demus>	"Chaka Demus & Pliers"		false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Paul-Williams-(songwriter)>	"Paul Williams"	1960	false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Christian-Nodal>	"Christian Nodal"	2017	false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Nowadays>	"Landon Cube"		false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Loona-(disambiguation)>	"Loona"		false	"female"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Halsey>	"Halsey"		false	"female"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Burna-Boy>	"Burna Boy"	2012	false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Alessia-Cara>	"Alessia Cara"	2014	false	"female"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Chris-Malinchak>	"Chris Malinchak"		false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Together-Pangea>	"Together PANGEA"	2009	true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/The-Cars>	"The Cars"	1976	true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Bob-Schneider>	"Bob Schneider"	1990	false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Jack-&-Jack>	"Jack and Jack"	2013	true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/J-Álvarez>	"J. Alvarez"	1997	false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Leela-James>	"Leela James"	2000	false	"female"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Delta-Heavy>	"Delta Heavy"	2009	true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Djemba-Djemba>	"Tobi Lou"	2009	false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/ASAP-Ferg>	"A$AP Ferg"	2007	false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Robyn>	"Robyn"	1989	false	"female"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Fat-White-Family>	"Fat White Family"	2011	true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Curtis-Stigers>	"Curtis Stigers"		false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Sugar-Man-(song)>	"Yolanda Be Cool"		true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Kronos-Quartet>	"Kronos Quartet"	1973	true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Excision-(musician)>	"Cookie Monsta"	2006	false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Kindness-(disambiguation)>	"Kindness"		false	"other"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Thalia-(Muse)>	"Thalia"		false	"female"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Atlanta-Rhythm-Section>	"Atlanta Rhythm Section"	1971	true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Moon-Boots-(music-producer)>	"Moon Boots"		false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/The-Get-Up-Kids>	"The Get Up Kids"	1995	true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Safri-Duo>	"Safri Duo"	1990	true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Kyoto-(Phoebe-Bridgers-song)>	"Phoebe Bridgers"		false	"female"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Piso-21>	"Piso 21"	2007	true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Everclear-(band)>	"Everclear"	1991	true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Anthem-Lights-(album)>	"Anthem Lights"		true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Diplomats-in-Residence>	"Diplomats"		true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/My-Chemical-Romance>	"My Chemical Romance"	2001	true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Duckwrth>	"Duckwrth"	2012	false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Sarah-McLachlan>	"Sarah McLachlan"	1987	false	"female"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Alice-Russell>	"Alice Russell"		false	"female"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Xiu-Xiu>	"Xiu Xiu"	2002	true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Snakehips-(duo)>	"Snakehips"	2012	true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Collective-Soul>	"Collective Soul"	1992	true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Grimes-(musician)>	"Grimes"	2007	false	"female"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Petit-Biscuit>	"Petit Biscuit"	2015	false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/The-Ting-Tings>	"The Ting Tings"	2007	true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Big-Dreez>	"Derez Deshon"		false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Land-of-Talk>	"Land of Talk"	2006	true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Patrice-Rushen>	"Patrice"	1973	false	"female"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Patrice-Rushen>	"Patrice"	1973	false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Patrice-Rushen>	"Patrice Rushen"	1973	false	"female"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Patrice-Rushen>	"Patrice Rushen"	1973	false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Kardinal-Offishall>	"Kardinal Offishall"	1994	false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/The-Chemical-Brothers>	"Chemical Brothers"	1989	true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Baha-Men>	"Baha Men"	1977	true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Deus-(band)>	"dEUS"	1991	true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Calboy>	"Calboy"	2017	false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Andy-Mineo>	"Andy Mineo"	2001	false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/We-Were-Promised-Jetpacks>	"We Were Promised Jetpacks"	2003	true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Skepta>	"Skepta"	2000	false	"male"
