?subject	?name	?year	?band	?gender
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Beres-Hammond>	"Beres Hammond"	1972	false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Twice-(disambiguation)>	"TWICE"		true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Soft-Cell>	"Soft Cell"	1978	true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Van-Doorn>	"Sander van Doorn"		false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Phora>	"Phora"	2010	false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Bassnectar>	"BASSNECTAR"	1996	false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Maggie-Lindemann>	"Maggie Lindemann"	2015	false	"female"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/List-of-Essential-Mix-episodes>	"Andhim"		true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Pennywise-(band)>	"Pennywise"	1988	true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Milo-Greene>	"Milo Greene"	2010	true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Star-Slinger>	"Star Slinger"	2010	false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Hezekiah-Walker>	"Hezekiah Walker"	1985	false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Japanese-garden>	"Gardens & Villa"		true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Alexis-Rose>	"Rose"		false	"female"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/The-Polyphonic-Spree>	"The Polyphonic Spree"	2000	true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/The-Righteous-Brothers>	"The Righteous Brothers"	1962	true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Vansire>	"Vansire"	2015	true	"female"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Vansire>	"Vansire"	2015	false	"female"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Vansire>	"Sophie Meiers"	2015	true	"female"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Vansire>	"Sophie Meiers"	2015	false	"female"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Pulp-Fiction>	"Pulp"		true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Hardwell>	"Hardwell"	2002	false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Hardwell>	"Cam Meekins"	2002	false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Celine-Dion>	"Celine Dion"	1980	false	"female"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Celine-Dion>	"Celine Dion"	1980	false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Celine-Dion>	"Dion"	1980	false	"female"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Celine-Dion>	"Dion"	1980	false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Corrosion-of-Conformity>	"Corrosion of Conformity"	1982	true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Gesaffelstein>	"Gesaffelstein"	2008	false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/King-Chip>	"Chip Tha Ripper"	2006	false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/King-Chip>	"King Chip"	2006	false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Menahan-Street-Band>	"Menahan Street Band"	2007	true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Second-City>	"SecondCity"		false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Coast-Modern>	"Coast Modern"	2015	false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Mark-Chesnutt>	"Mark Chesnutt"	1984	false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Mino-(rapper)>	"Mino"	2011	false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Pixie-Lott>	"Pixie Lott"	2006	false	"female"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Jars-of-Clay>	"Jars of Clay"	1993	true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Los-Rieleros-del-Norte>	"Los Rieleros del Norte"		true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Orishas-(band)>	"Orishas"	1999	true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Slumberjack>	"SLUMBERJACK"	2014	true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Kandi-Burruss>	"Kandi Burruss"	1991	false	"female"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Willie-Colon>	"Willie Colon"		false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Bon-Jovi>	"Bon Jovi"	1983	true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Jhay-Cortez>	"Jhay cortez"	2010	false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Tamela-Mann>	"Tamela Mann"	1992	false	"female"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/The-Stooges>	"The Stooges"	1967	true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/For-King-&-Country-(band)>	"For King and Country"	2007	true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/The-Strumbellas>	"The Strumbellas"	2008	true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Jeremih>	"Jeremih"	2008	false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Dave-East>	"Dave East"	2009	false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Sean-Kingston>	"Sean Kingston"	2006	false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/The-Acid>	"The Acid"	2013	true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Cheat-Codes-(DJs)>	"Lostboycrow"	2014	true	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Cheat-Codes-(DJs)>	"Lostboycrow"	2014	false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Cheat-Codes-(DJs)>	"Cheat Codes"	2014	true	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Cheat-Codes-(DJs)>	"Cheat Codes"	2014	false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Cheat-Codes-(DJs)>	"CVBZ"	2014	true	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Cheat-Codes-(DJs)>	"CVBZ"	2014	false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/John-Elefante>	"Elefante"	1981	true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Anderson-Paak>	"Anderson .Paak"	2009	true	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Anderson-Paak>	"Anderson .Paak"	2009	false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Anderson-Paak>	"Free Nationals"	2009	true	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Anderson-Paak>	"Free Nationals"	2009	false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Pentagon-(South-Korean-band)>	"Pentagon"	2016	true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Reckless-Kelly-(band)>	"Reckless Kelly"	1997	true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Aiden>	"Aiden"	2003	true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/MTV-Unplugged-(10,000-Maniacs-album)>	"10,000 Maniacs"		true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Dana-Williams-(singer)>	"Dana Williams"	2012	false	"female"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Shania-Twain>	"Shania Twain"	1983	false	"female"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Emperor>	"Emperor"		true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Tiffany>	"Tiffany"		false	"female"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Liz-Phair>	"Liz Phair"	1990	false	"female"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Phoebe-Ryan>	"Phoebe Ryan"	2013	false	"female"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/How-to-Dress-Well>	"How to Dress Well"	2009	false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Baader-Meinhof-(disambiguation)>	"Ghostemane"		false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Lime-Cordiale>	"Lime Cordiale"	2009	true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Andrew-Rannells>	"Andrew Rannells"	1995	false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Mack-10>	"Mack 10"	1992	false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Rick-Springfield>	"Rick Springfield"	1962	false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/The-Black-Seeds>	"The Black Seeds"	1998	true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Smif-N-Wessun>	"Smif-N-Wessun"	1993	true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Deep-Blue-Something>	"Deep Blue Something"	1991	true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Iceage>	"Iceage"	2008	true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Procol-Harum>	"Procol Harum"	1967	true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Eden-(musician)>	"Crywolf"	2012	false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Bangles>	"Bangles"		true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Dada-Life>	"Dada Life"	2006	true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/The-Joy-Formidable>	"The Joy Formidable"	2007	true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Architecture-in-Helsinki>	"Architecture In Helsinki"	2000	true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Matt-Costa>	"Matt Costa"		false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Yves-Larock>	"Yves Larock"	2002	false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/The-Limousines>	"The Limousines"	2007	true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Seinabo-Sey>	"Seinabo Sey"	2013	false	"female"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Govt-Mule>	"Gov't Mule"	1994	true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Mase>	"Mase"	1993	false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Billie-Eilish>	"Billie Eilish"	2015	false	"female"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Freeway-(rapper)>	"Freeway"	2000	false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/We-Are-Your-Friends-(film)>	"Zac Efron"		false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Quando-Rondo>	"Quando Rondo"	2017	false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Ratatat>	"Ratatat"	2001	true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Emilíana-Torrini>	"Emiliana Torrini"	1994	false	"female"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Mxmtoon>	"mxmtoon"	2017	false	"female"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Mxmtoon>	"mxmtoon"	2017	false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Mxmtoon>	"khai dreams"	2017	false	"female"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Mxmtoon>	"khai dreams"	2017	false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Coldcut>	"Coldcut"	1986	true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Keke-Palmer>	"Keke Palmer"	2004	false	"female"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Tati-(song)>	"Dj SpinKing"		false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Die-Ärzte-discography>	"Die Ärzte"		true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Andra-Day>	"Andra Day"	2012	false	"female"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Afro-B>	"Afro B"	2013	false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Project-46>	"Project 46"	2011	true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Geography-(Tom-Misch-album)>	"Tom Misch"		false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Mia-Khalifa>	"Timeflies"	2014	true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/African-goose>	"Goose"		true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Madeas-Tough-Love>	"Tough Love"		true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Ólafur-Arnalds>	"Ólafur Arnalds"	2000	false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Una-Noche-con-Rubén-Blades>	"Ruben Blades"		false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Patty-Loveless>	"Patty Loveless"	1973	false	"female"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Rammstein>	"Rammstein"	1994	true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Roscoe-Dash>	"Roscoe Dash"	2008	false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Mstrkrft>	"MSTRKRFT"	2005	true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Karen-O>	"Karen O"	2000	false	"female"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Mat-Zo>	"Mat Zo"	2006	false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Atlas-(disambiguation)>	"Atlas"		false	"female"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Mandolin-Orange>	"Mandolin Orange"	2009	true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/U-God>	"U-God"	1991	false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Offset-(rapper)>	"Migos"	2008	true	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Offset-(rapper)>	"Migos"	2008	false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Offset-(rapper)>	"Offset"	2008	true	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Offset-(rapper)>	"Offset"	2008	false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Tom-Morello>	"Tom Morello"	1979	false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Brett-Dennen>	"Brett Dennen"	2004	false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Awolnation>	"AWOLNATION"	2009	true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Mew-(band)>	"Mew"	1995	true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Sizzla>	"Sizzla"	1990	false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Christopher-Columbus>	"Christopher"		false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Demon-Hunter>	"Demon Hunter"	2000	true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Sesto-Sento>	"Vini Vici"	2001	true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Dodie-Clark>	"Dodie"	2011	false	"female"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Melody-Gardot>	"Melody Gardot"	2004	false	"female"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Boy>	"Boy"		false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Boy>	"Boy & Bear"		false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Future>	"Futuristic"		false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/The-Oak-Ridge-Boys>	"The Oak Ridge Boys"	1947	true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Bootsy-Collins>	"Bootsy Collins"	1968	false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Beach-Bunny-(band)>	"Beach Bunny"	2015	true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Lila-Downs>	"Lila Downs"	1990	false	"female"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Regina-Spektor>	"Regina Spektor"	1997	false	"female"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Travie-McCoy>	"Travie McCoy"	1997	false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Dan-Deacon>	"Dan Deacon"	2003	false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Robert-Earl-Keen>	"Robert Earl Keen"	1984	false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Peabo-Bryson>	"Peabo Bryson"	1965	false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Yann-Tiersen>	"Yann Tiersen"	1995	false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Knife-Party>	"Knife Party"	2011	true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Irma-Thomas>	"Irma Thomas"	1959	false	"female"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Conan-Gray>	"Gray"	2013	false	"female"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Conan-Gray>	"Gray"	2013	false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Conan-Gray>	"Conan Gray"	2013	false	"female"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Conan-Gray>	"Conan Gray"	2013	false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Tonic>	"Tonic"		true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Cliff-Richard>	"Cliff Richard"	1958	false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Gabriel-Garzón-Montano>	"Gabriel Garzón-Montano"	2014	false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Koi-pond>	"Pond"		true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Friendly-Fires>	"Friendly Fires"	2006	true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Richard-Marx>	"Richard Marx"	1980	false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Dâm-Funk>	"Dâm-Funk"	1988	false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Die-Antwoord>	"Die Antwoord"	2008	true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Alexis-&-Fido>	"Alexis y Fido"	2000	true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Anna-Wise>	"Anna Wise"	2009	false	"female"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Oliver-Heldens>	"Oliver Heldens"	2013	false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Kranium>	"Kranium"	2013	false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Blackberry-Smoke>	"Blackberry Smoke"	2000	true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/The-Romantics>	"The Romantics"	1977	true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Dessa>	"Dessa"	2005	false	"female"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Machinedrum>	"Machinedrum"	2000	false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Nickelback>	"Nickelback"	1995	true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Jax-Jones>	"Jax Jones"		false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Rickie-Lee-Jones>	"Rickie Lee Jones"	1979	false	"female"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Casey-James>	"Casey James"	2008	false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Mika-(singer)>	"Mika"	2006	false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Willow>	"Willow"		true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Sabaton-(band)>	"Sabaton"	1999	true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Lone>	"Lone"		false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Monty-Python>	"Monty Python"	1969	true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Hannibal-Buress>	"Hannibal Buress"	2002	false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/PJ-Morton>	"PJ Morton"	2005	false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Kim-Walker-Smith>	"Kim Walker-Smith"		false	"female"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Quiet-Riot>	"Quiet Riot"	1973	true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Band-of-Horses>	"Band of Horses"	2004	true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Lanco-(band)>	"LANCO"	2013	true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Luke-Combs>	"Luke Combs"	2014	false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Al-Green>	"Al Green"	1955	false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Wham!>	"Wham!"	1981	true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/MØ>	"MØ"	2006	false	"female"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/The-Milk-Carton-Kids>	"The Milk Carton Kids"	2011	true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Joss-Stone>	"Joss Stone"	2001	false	"female"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Quincy-Jones>	"Quincy Jones"	1952	false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Raekwon>	"Raekwon"	1991	false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Kavinsky>	"Kavinsky"	2005	false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Mr.-Oizo>	"Mr. Oizo"	1991	false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Eddie-Santiago>	"Eddie Santiago"	1984	false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Alabama-Shakes>	"Alabama Shakes"	2009	true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/The-Raven-(The-Stranglers-album)>	"The Stranglers"		true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Medina-(singer)>	"Medina"	2007	false	"female"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Chrisette-Michele>	"Chrisette Michele"	2006	false	"female"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Boz-Scaggs>	"Boz Scaggs"	1963	false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Karsh-Kale>	"Karsh Kale"	1994	false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Obituary-(band)>	"Obituary"	1984	true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Owl-City>	"Owl Eyes"	2007	false	"female"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Owl-City>	"Owl Eyes"	2007	false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Owl-City>	"Owl City"	2007	false	"female"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Owl-City>	"Owl City"	2007	false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Hybrid>	"Hybrid"		true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Luis-Miguel>	"Luis Miguel"	1981	false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Ready-for-the-World>	"Ready for the World"	1982	true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Ana-Gabriel>	"Ana Gabriel"	1974	false	"female"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Tale-of-Us-(DJs)>	"Tale Of Us"	2009	true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/You-Me-at-Six>	"You Me At Six"	2004	true	
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Kurt-Vile>	"Kurt Vile"	2003	false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Currensy>	"Curren$y"	2002	false	"male"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Elephant-Man-(musician)>	"Elephant Man"	1995	false	"male"
