?name	?classifciation	?year	?winner	?artist_uri	?artist_name
"American_Music_Award"	"Favorite_Pop/Rock_Male_Artist"	1993	false	<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Bryan-Adams>	"Bryan Adams"
"American_Music_Award"	"Favorite_Pop/Rock_Female_Artist"	1997	false	<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Celine-Dion>	"Celine Dion"
"American_Music_Award"	"Favorite_Pop/Rock_Female_Artist"	1997	false	<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Celine-Dion>	"Dion"
"American_Music_Award"	"Favorite_Pop/Rock_Male_Artist"	1989	false	<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Steve-Winwood>	"Steve Winwood"
"American_Music_Award"	"Favorite_Pop/Rock_Male_Artist"	2019	false	<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Post-Malone>	"Post Malone"
"American_Music_Award"	"Favorite_Pop/Rock_Male_Artist"	2005	false	<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/50-Cent>	"50 Cent"
"Billboard_Music_Award"	"Top_Artist"	2017	false	<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/The-Chainsmokers>	"The Chainsmokers"
"Grammy_Award"	"Album_of_the_Year"	2011	false	<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Eminem>	"Eminem"
"American_Music_Award"	"Favorite_Pop/Rock_Band/Duo/Group"	2015	true	<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/One-Direction>	"One Direction"
"American_Music_Award"	"Favorite_Rap/Hip"	2008	true	<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Kanye-West>	"Kanye West"
"American_Music_Award"	"Favorite_Rap/Hip"	1991	true	<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/MC-Hammer>	"MC Hammer"
"Grammy_Award"	"Album_of_the_Year"	2020	false	<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Vampire-Weekend>	"Vampire Weekend"
"Billboard_Music_Award"	"Top_Artist"	2019	true	<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Drake-(musician)>	"Drake"
"Billboard_Music_Award"	"Top_Hot_100_Song"	2011	false	<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Eminem>	"Eminem"
"American_Music_Award"	"Favorite_Country_Female_Artist"	2004	true	<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Reba-McEntire>	"Reba McEntire"
"American_Music_Award"	"Favorite_Soul/R&B_Album"	2004	false	<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Prince-(musician)>	"Prince"
"Billboard_Music_Award"	"Top_Hot_100_Song"	1996	false	<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Mariah-Carey>	"Mariah Carey"
"Billboard_Music_Award"	"Top_Billboard_200_Album"	2000	false	<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Britney-Spears>	"Britney Spears"
"Billboard_Music_Award"	"Top_Hot_100_Song"	2017	false	<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Drake-(musician)>	"Drake"
"American_Music_Award"	"Favorite_Country_Album"	2019	true	<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Carrie-Underwood>	"Carrie Underwood"
"American_Music_Award"	"Favorite_Soul/R&B_Male_Artist"	2008	false	<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/J.-Holiday>	"J. Holiday"
"Grammy_Award"	"Album_of_the_Year"	1985	false	<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Lionel-Richie>	"Lionel Richie"
"American_Music_Award"	"Favorite_Pop/Rock_Male_Artist"	2014	false	<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/John-Legend>	"John Legend"
"American_Music_Award"	"Favorite_Pop/Rock_Album"	1979	false	<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Fleetwood-Mac>	"Fleetwood Mac"
"American_Music_Award"	"Favorite_Soul/R&B_Female_Artist"	2018	false	<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/SZA-(singer)>	"SZA"
"Billboard_Music_Award"	"Top_Billboard_200_Album"	2018	false	<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Drake-(musician)>	"Drake"
"American_Music_Award"	"Favorite_Country_Male_Artist"	1994	false	<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/George-Strait>	"George Strait"
"Billboard_Music_Award"	"Top_Artist"	2011	true	<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Eminem>	"Eminem"
"Grammy_Award"	"Album_of_the_Year"	1998	false	<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Paula-Cole>	"Paula Cole"
"Billboard_Music_Award"	"Top_Artist"	2012	true	<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Adele>	"Adele"
"American_Music_Award"	"Favorite_Country_Band/Duo/Group"	2016	false	<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Zac-Brown-Band>	"Zac Brown Band"
"American_Music_Award"	"Favorite_Pop/Rock_Female_Artist"	1998	false	<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Jewel-(singer)>	"Jewel"
"American_Music_Award"	"Favorite_Pop/Rock_Female_Artist"	1981	false	<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Linda-Ronstadt>	"Linda Ronstadt"
"American_Music_Award"	"Favorite_Pop/Rock_Male_Artist"	1984	false	<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Lionel-Richie>	"Lionel Richie"
"American_Music_Award"	"Favorite_Pop/Rock_Female_Artist"	1998	false	<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Toni-Braxton>	"Toni Braxton"
"American_Music_Award"	"Favorite_Rap/Hip"	2018	true	<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Post-Malone>	"Post Malone"
"American_Music_Award"	"Favorite_Pop/Rock_Band/Duo/Group"	2000	false	<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Santana-(band)>	"Bass Santana"
"American_Music_Award"	"Favorite_Pop/Rock_Band/Duo/Group"	2000	false	<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Santana-(band)>	"Santana"
"Grammy_Award"	"Song_of_the_Year"	1989	false	<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Anita-Baker>	"Anita Baker"
"American_Music_Award"	"Favorite_Country_Album"	1975	true	<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Olivia-Newton-John>	"Olivia Newton-John"
"Grammy_Award"	"Album_of_the_Year"	1998	false	<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Bob-Dylan>	"Bob Dylan"
"American_Music_Award"	"Favorite_Pop/Rock_Male_Artist"	2019	false	<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Drake-(musician)>	"Drake"
"American_Music_Award"	"Favorite_Country_Male_Artist"	2013	true	<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Luke-Bryan>	"Luke Bryan"
"American_Music_Award"	"Favorite_Country_Male_Artist"	1983	false	<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Charley-Pride>	"Charley Pride"
"American_Music_Award"	"Favorite_Soul/R&B_Album"	1976	true	<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/The-Temptations>	"The Temptations"
"Billboard_Music_Award"	"Top_Hot_100_Song"	2015	false	<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/John-Legend>	"John Legend"
"Grammy_Award"	"Album_of_the_Year"	2006	false	<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Kanye-West>	"Kanye West"
"American_Music_Award"	"Favorite_Country_Female_Artist"	1992	false	<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Dolly-Parton>	"Dolly Parton"
"American_Music_Award"	"Favorite_Country_Album"	1977	false	<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Ronnie-Milsap>	"Ronnie Milsap"
"American_Music_Award"	"Favorite_Pop/Rock_Album"	2016	true	<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Justin-Bieber>	"Justin Bieber"
"Grammy_Award"	"Song_of_the_Year"	2019	false	<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Ella-Mai>	"Ella Mai"
"American_Music_Award"	"Favorite_Country_Male_Artist"	1993	true	<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Garth-Brooks>	"Garth Brooks"
"American_Music_Award"	"Favorite_Country_Album"	2005	false	<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Toby-Keith>	"Toby Keith"
"American_Music_Award"	"Favorite_Soul/R&B_Female_Artist"	1997	true	<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Toni-Braxton>	"Toni Braxton"
"American_Music_Award"	"Favorite_Country_Female_Artist"	2011	false	<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Miranda-Lambert>	"Miranda Lambert"
"American_Music_Award"	"Favorite_Country_Female_Artist"	2018	true	<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Carrie-Underwood>	"Carrie Underwood"
"American_Music_Award"	"Favorite_Pop/Rock_Female_Artist"	2020	false	<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Dua-Lipa>	"Dua Lipa"
"Billboard_Music_Award"	"Top_Male_Artist"	2006	false	<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Sean-Paul>	"Sean Paul"
"American_Music_Award"	"Favorite_Country_Album"	2008	false	<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Rascal-Flatts>	"Rascal Flatts"
"American_Music_Award"	"Favorite_Soul/R&B_Album"	1999	false	<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Brian-McKnight>	"Brian McKnight"
"American_Music_Award"	"Favorite_Soul/R&B_Album"	2003	true	<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Eminem>	"Eminem"
"American_Music_Award"	"Favorite_Pop/Rock_Album"	1978	true	<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Fleetwood-Mac>	"Fleetwood Mac"
"American_Music_Award"	"Favorite_Soul/R&B_Male_Artist"	2020	false	<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/John-Legend>	"John Legend"
"American_Music_Award"	"Favorite_Pop/Rock_Female_Artist"	1990	true	<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Paula-Abdul>	"Paula Abdul"
"American_Music_Award"	"Favorite_Soul/R&B_Female_Artist"	2000	false	<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Brandy-Norwood>	"Brandy"
"American_Music_Award"	"Favorite_Pop/Rock_Band/Duo/Group"	2011	false	<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/OneRepublic>	"OneRepublic"
"American_Music_Award"	"Favorite_Country_Male_Artist"	2017	false	<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Thomas-Rhett>	"Thomas Rhett"
"American_Music_Award"	"Favorite_Pop/Rock_Album"	1998	true	<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Spice-Girls>	"Spice Girls"
"Billboard_Music_Award"	"Top_Hot_100_Song"	2001	false	<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Alicia-Keys>	"Alicia Keys"
"American_Music_Award"	"Favorite_Country_Female_Artist"	2008	false	<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Reba-McEntire>	"Reba McEntire"
"American_Music_Award"	"Favorite_Soul/R&B_Female_Artist"	1997	false	<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Mariah-Carey>	"Mariah Carey"
"Billboard_Music_Award"	"Top_Artist"	2017	false	<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Shawn-Mendes>	"Shawn Mendes"
"American_Music_Award"	"Favorite_Soul/R&B_Album"	2019	false	<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Ella-Mai>	"Ella Mai"
"American_Music_Award"	"Favorite_Soul/R&B_Female_Artist"	1988	true	<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Anita-Baker>	"Anita Baker"
"American_Music_Award"	"Favorite_Pop/Rock_Band/Duo/Group"	2005	false	<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Green-Day>	"Green Day"
"American_Music_Award"	"Favorite_Country_Female_Artist"	1991	true	<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Reba-McEntire>	"Reba McEntire"
"Grammy_Award"	"Song_of_the_Year"	2020	false	<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Lana-Del-Rey>	"Lana Del Rey"
"Grammy_Award"	"Album_of_the_Year"	1995	false	<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Tony-Bennett>	"Tony Bennett"
"American_Music_Award"	"Favorite_Soul/R&B_Male_Artist"	2019	true	<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Bruno-Mars>	"Bruno Mars"
"Billboard_Music_Award"	"Top_Artist"	2019	false	<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Post-Malone>	"Post Malone"
"American_Music_Award"	"Favorite_Pop/Rock_Album"	1975	false	<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Elton-John>	"Elton John"
"American_Music_Award"	"Favorite_Soul/R&B_Album"	1995	false	<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Mariah-Carey>	"Mariah Carey"
"American_Music_Award"	"Favorite_Country_Female_Artist"	1999	false	<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/LeAnn-Rimes>	"Leann Rimes"
"American_Music_Award"	"Favorite_Pop/Rock_Album"	1998	false	<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Jewel-(singer)>	"Jewel"
"American_Music_Award"	"Favorite_Soul/R&B_Female_Artist"	1976	false	<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Gwen-McCrae>	"George McCrae"
"American_Music_Award"	"Favorite_Pop/Rock_Male_Artist"	2008	false	<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Kid-Rock>	"Kid Rock"
"American_Music_Award"	"Favorite_Pop/Rock_Band/Duo/Group"	2019	false	<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Panic!-at-the-Disco>	"Panic! At the Disco"
"Billboard_Music_Award"	"Top_Female_Artist"	2011	false	<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Kesha>	"Kesha"
"American_Music_Award"	"Favorite_Pop/Rock_Band/Duo/Group"	1988	false	<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/U2>	"U2"
"Billboard_Music_Award"	"Top_Hot_100_Song"	2019	true	<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Maroon-5>	"Maroon 5"
"Billboard_Music_Award"	"Top_Hot_100_Song"	2017	false	<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Justin-Timberlake>	"Justin Timberlake"
"American_Music_Award"	"Favorite_Pop/Rock_Band/Duo/Group"	1981	true	<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Eagles-(band)>	"Eagles"
"American_Music_Award"	"Favorite_Country_Album"	2000	false	<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/George-Strait>	"George Strait"
"American_Music_Award"	"Favorite_Country_Female_Artist"	2016	false	<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Cam-(singer)>	"Cam"
"American_Music_Award"	"Favorite_Pop/Rock_Female_Artist"	2003	true	<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Sheryl-Crow>	"Sheryl Crow"
"American_Music_Award"	"Favorite_Country_Female_Artist"	2002	false	<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Jo-Dee-Messina>	"Jo Dee Messina"
"American_Music_Award"	"Favorite_Soul/R&B_Male_Artist"	2003	false	<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Ginuwine>	"Ginuwine"
"American_Music_Award"	"Favorite_Country_Male_Artist"	1981	false	<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Willie-Nelson>	"Willie Nelson"
"American_Music_Award"	"Favorite_Soul/R&B_Female_Artist"	1999	false	<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Brandy-Norwood>	"Brandy"
"Grammy_Award"	"Song_of_the_Year"	1968	false	<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Tom-Jones-(singer)>	"Tom Jones"
"Billboard_Music_Award"	"Top_Male_Artist"	2014	false	<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Luke-Bryan>	"Luke Bryan"
"Grammy_Award"	"Song_of_the_Year"	2020	false	<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Lady-Gaga>	"Lady Gaga"
"American_Music_Award"	"Favorite_Pop/Rock_Album"	2013	true	<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/One-Direction>	"One Direction"
"American_Music_Award"	"Favorite_Country_Album"	1977	false	<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Willie-Nelson>	"Willie Nelson"
"Grammy_Award"	"Album_of_the_Year"	2007	false	<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/John-Mayer>	"John Mayer"
"American_Music_Award"	"Favorite_Pop/Rock_Band/Duo/Group"	2020	false	<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/BTS>	"BTS"
"American_Music_Award"	"Favorite_Pop/Rock_Band/Duo/Group"	2012	false	<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/One-Direction>	"One Direction"
"Grammy_Award"	"Album_of_the_Year"	2011	false	<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Katy-Perry>	"Katy Perry"
"American_Music_Award"	"Favorite_Country_Female_Artist"	1999	false	<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Faith-Hill>	"Faith Hill"
"American_Music_Award"	"Favorite_Soul/R&B_Female_Artist"	1983	true	<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Diana-Ross>	"Diana Ross"
"Grammy_Award"	"Album_of_the_Year"	1992	false	<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Paul-Simon>	"Paul Simon"
"American_Music_Award"	"Favorite_Country_Male_Artist"	1975	false	<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Charley-Pride>	"Charley Pride"
"American_Music_Award"	"Favorite_Country_Album"	1991	false	<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/George-Strait>	"George Strait"
"Billboard_Music_Award"	"Top_Female_Artist"	2020	false	<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Billie-Eilish>	"Billie Eilish"
"Grammy_Award"	"Song_of_the_Year"	2013	true	<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Nate-Ruess>	"Nate Ruess"
"American_Music_Award"	"Favorite_Pop/Rock_Female_Artist"	1989	false	<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Debbie-Gibson>	"Debbie Gibson"
"Billboard_Music_Award"	"Top_Hot_100_Song"	2018	true	<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Daddy-Yankee>	"Daddy Yankee"
"American_Music_Award"	"Favorite_Pop/Rock_Album"	1982	true	<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Kenny-Rogers>	"Kenny Rogers"
"American_Music_Award"	"Favorite_Pop/Rock_Female_Artist"	1985	true	<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Cyndi-Lauper>	"Cyndi Lauper"
"American_Music_Award"	"Favorite_Soul/R&B_Male_Artist"	1987	false	<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Stevie-Wonder>	"Stevie Wonder"
"American_Music_Award"	"Favorite_Pop/Rock_Male_Artist"	1986	true	<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Bruce-Springsteen>	"Bruce Springsteen"
"American_Music_Award"	"Favorite_Country_Album"	1999	true	<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Garth-Brooks>	"Garth Brooks"
"American_Music_Award"	"Favorite_Country_Band/Duo/Group"	2020	false	<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Florida-Georgia-Line>	"Florida Georgia Line"
"American_Music_Award"	"Favorite_Country_Album"	2009	false	<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Zac-Brown-Band>	"Zac Brown Band"
"Billboard_Music_Award"	"Top_Hot_100_Song"	2015	false	<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Taylor-Swift>	"Taylor Swift"
"American_Music_Award"	"Favorite_Pop/Rock_Album"	2004	false	<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Jessica-Simpson>	"Jessica Simpson"
"Billboard_Music_Award"	"Top_Artist"	2005	false	<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Mariah-Carey>	"Mariah Carey"
"American_Music_Award"	"Favorite_Pop/Rock_Male_Artist"	2001	true	<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Kid-Rock>	"Kid Rock"
"Grammy_Award"	"Album_of_the_Year"	2002	false	<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/U2>	"U2"
"American_Music_Award"	"Favorite_Country_Male_Artist"	1993	false	<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Vince-Gill>	"Vince Gill"
"Billboard_Music_Award"	"Top_Hot_100_Song"	2018	false	<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Kendrick-Lamar>	"Kendrick Lamar"
"American_Music_Award"	"Favorite_Country_Female_Artist"	1997	false	<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Faith-Hill>	"Faith Hill"
"American_Music_Award"	"Favorite_Pop/Rock_Band/Duo/Group"	2003	false	<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Linkin-Park>	"Linkin Park"
"American_Music_Award"	"Favorite_Rap/Hip"	2017	true	<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Kendrick-Lamar>	"Kendrick Lamar"
"American_Music_Award"	"Favorite_Country_Band/Duo/Group"	2012	false	<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Rascal-Flatts>	"Rascal Flatts"
"American_Music_Award"	"Favorite_Pop/Rock_Male_Artist"	2017	false	<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Ed-Sheeran>	"Ed Sheeran"
"American_Music_Award"	"Favorite_Country_Album"	1992	false	<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Clint-Black>	"Clint Black"
"Billboard_Music_Award"	"Top_Artist"	2017	false	<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/The-Weeknd>	"The Weeknd"
"American_Music_Award"	"Favorite_Soul/R&B_Male_Artist"	2016	false	<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/The-Weeknd>	"The Weeknd"
"American_Music_Award"	"Favorite_Pop/Rock_Female_Artist"	2006	false	<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Nelly-Furtado>	"Nelly Furtado"
"Billboard_Music_Award"	"Top_Hot_100_Song"	2015	false	<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Iggy-Azalea>	"Iggy Azalea"
"Grammy_Award"	"Album_of_the_Year"	2017	false	<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Sturgill-Simpson>	"Sturgill Simpson"
"Billboard_Music_Award"	"Top_Male_Artist"	1990	true	<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Phil-Collins>	"Phil Collins"
"American_Music_Award"	"Favorite_Pop/Rock_Female_Artist"	1991	false	<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Mariah-Carey>	"Mariah Carey"
"American_Music_Award"	"Favorite_Pop/Rock_Band/Duo/Group"	2004	false	<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Nickelback>	"Nickelback"
"Billboard_Music_Award"	"Top_Billboard_200_Album"	2011	true	<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Eminem>	"Eminem"
"American_Music_Award"	"Favorite_Soul/R&B_Female_Artist"	1982	true	<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Stephanie-Mills>	"Stephanie Mills"
"American_Music_Award"	"Favorite_Country_Male_Artist"	1989	false	<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/George-Strait>	"George Strait"
"American_Music_Award"	"Favorite_Pop/Rock_Female_Artist"	1990	false	<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Madonna>	"Madonna"
"American_Music_Award"	"Favorite_Pop/Rock_Band/Duo/Group"	1994	true	<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Aerosmith>	"Aerosmith"
"Grammy_Award"	"Album_of_the_Year"	2006	false	<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/U2>	"U2"
"Grammy_Award"	"Album_of_the_Year"	1999	false	<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Shania-Twain>	"Shania Twain"
"American_Music_Award"	"Favorite_Soul/R&B_Album"	2008	false	<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Mary-J.-Blige>	"Mary J. Blige"
"Grammy_Award"	"Album_of_the_Year"	1973	false	<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Neil-Diamond>	"Neil Diamond"
"Grammy_Award"	"Album_of_the_Year"	2019	false	<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Post-Malone>	"Post Malone"
"American_Music_Award"	"Favorite_Rap/Hip"	2005	false	<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/T.I.>	"T.I."
"Billboard_Music_Award"	"Top_Artist"	1997	true	<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/LeAnn-Rimes>	"Leann Rimes"
"Billboard_Music_Award"	"Top_Female_Artist"	1999	true	<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Britney-Spears>	"Britney Spears"
"Billboard_Music_Award"	"Top_Male_Artist"	2019	false	<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/XXXTentacion>	"XXXTentacion"
"American_Music_Award"	"Favorite_Country_Album"	1999	false	<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Shania-Twain>	"Shania Twain"
