?subject	?name	?entity_name
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Pretenders>	"Pretenders"	"Philadelphia"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Pretenders>	"Pretenders"	"New York"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Pretenders>	"Pretenders"	"London"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Pretenders>	"Pretenders"	"Los Angeles"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Pretenders>	"Pretenders"	"SF Bay Area"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Cassadee-Pope>	"Cassadee Pope"	"Philadelphia"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Cassadee-Pope>	"Cassadee Pope"	"Los Angeles"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Cassadee-Pope>	"Cassadee Pope"	"Nashville"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Cassadee-Pope>	"Cassadee Pope"	"Jacksonville"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Cassadee-Pope>	"Cassadee Pope"	"Washington"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Morbid-Angel>	"Morbid Angel"	"New York"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Morbid-Angel>	"Morbid Angel"	"London"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Morbid-Angel>	"Morbid Angel"	"Los Angeles"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Morbid-Angel>	"Morbid Angel"	"Twin Cities"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Morbid-Angel>	"Morbid Angel"	"SF Bay Area"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Ryan-Leslie>	"Ryan Leslie"	"New York"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Ryan-Leslie>	"Ryan Leslie"	"London"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Ryan-Leslie>	"Ryan Leslie"	"Los Angeles"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Ryan-Leslie>	"Ryan Leslie"	"Frankfurt"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Ryan-Leslie>	"Ryan Leslie"	"Hamburg"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Anthony-Hamilton-(musician)>	"Nappy Roots"	"Denver"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Anthony-Hamilton-(musician)>	"Nappy Roots"	"St Louis"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Anthony-Hamilton-(musician)>	"Nappy Roots"	"Atlanta"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Anthony-Hamilton-(musician)>	"Nappy Roots"	"Los Angeles"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Anthony-Hamilton-(musician)>	"Nappy Roots"	"Seattle"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Anthony-Hamilton-(musician)>	"Nappy Roots"	"Nashville"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Anthony-Hamilton-(musician)>	"Nappy Roots"	"Baltimore"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Anthony-Hamilton-(musician)>	"Nappy Roots"	"Memphis"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Anthony-Hamilton-(musician)>	"Nappy Roots"	"Washington"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Anthony-Hamilton-(musician)>	"Anthony Hamilton"	"Denver"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Anthony-Hamilton-(musician)>	"Anthony Hamilton"	"St Louis"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Anthony-Hamilton-(musician)>	"Anthony Hamilton"	"Atlanta"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Anthony-Hamilton-(musician)>	"Anthony Hamilton"	"Los Angeles"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Anthony-Hamilton-(musician)>	"Anthony Hamilton"	"Seattle"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Anthony-Hamilton-(musician)>	"Anthony Hamilton"	"Nashville"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Anthony-Hamilton-(musician)>	"Anthony Hamilton"	"Baltimore"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Anthony-Hamilton-(musician)>	"Anthony Hamilton"	"Memphis"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Anthony-Hamilton-(musician)>	"Anthony Hamilton"	"Washington"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Arca-(musician)>	"Arca"	"New York"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Arca-(musician)>	"Arca"	"London"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Arca-(musician)>	"Arca"	"Los Angeles"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Arca-(musician)>	"Arca"	"Barcelona"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Arca-(musician)>	"Arca"	"Vienna"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Tkay-Maidza>	"Tkay Maidza"	"Sydney"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Tkay-Maidza>	"Tkay Maidza"	"Melbourne"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Tkay-Maidza>	"Tkay Maidza"	"Adelaide"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Tkay-Maidza>	"Tkay Maidza"	"Perth"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Tkay-Maidza>	"Tkay Maidza"	"Brisbane"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Action-Bronson>	"Action Bronson"	"Denver"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Action-Bronson>	"Action Bronson"	"New York"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Action-Bronson>	"Action Bronson"	"Los Angeles"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Action-Bronson>	"Action Bronson"	"Chicago"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Action-Bronson>	"Action Bronson"	"Toronto"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Angie-Stone>	"Angie Stone"	"New York"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Angie-Stone>	"Angie Stone"	"London"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Angie-Stone>	"Angie Stone"	"Atlanta"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Angie-Stone>	"Angie Stone"	"Washington"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Angie-Stone>	"Angie Stone"	"SF Bay Area"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Mayhem-(band)>	"Mayhem"	"Denver"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Mayhem-(band)>	"Mayhem"	"London"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Mayhem-(band)>	"Mayhem"	"Atlanta"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Mayhem-(band)>	"Mayhem"	"Los Angeles"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Mayhem-(band)>	"Mayhem"	"SF Bay Area"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Lamb-of-God-(band)>	"Lamb of God"	"New York"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Lamb-of-God-(band)>	"Lamb of God"	"Detroit"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Lamb-of-God-(band)>	"Lamb of God"	"Los Angeles"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Lamb-of-God-(band)>	"Lamb of God"	"Chicago"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Lamb-of-God-(band)>	"Lamb of God"	"Phoenix"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/The-Jesus-and-Mary-Chain>	"The Jesus and Mary Chain"	"New York"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/The-Jesus-and-Mary-Chain>	"The Jesus and Mary Chain"	"Glasgow"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/The-Jesus-and-Mary-Chain>	"The Jesus and Mary Chain"	"London"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/The-Jesus-and-Mary-Chain>	"The Jesus and Mary Chain"	"Los Angeles"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/The-Jesus-and-Mary-Chain>	"The Jesus and Mary Chain"	"SF Bay Area"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Carolina-Liar>	"Carolina Liar"	"Philadelphia"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Carolina-Liar>	"Carolina Liar"	"New York"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Carolina-Liar>	"Carolina Liar"	"Charlotte"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Carolina-Liar>	"Carolina Liar"	"Los Angeles"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Carolina-Liar>	"Carolina Liar"	"Washington"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Grace-Mitchell>	"Grace Mitchell"	"Las Vegas"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Grace-Mitchell>	"Grace Mitchell"	"New York"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Grace-Mitchell>	"Grace Mitchell"	"Los Angeles"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Grace-Mitchell>	"Grace Mitchell"	"San Diego"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Grace-Mitchell>	"Grace Mitchell"	"SF Bay Area"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Lily-Allen>	"Lily Allen"	"Sydney"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Lily-Allen>	"Lily Allen"	"New York"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Lily-Allen>	"Lily Allen"	"London"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Lily-Allen>	"Lily Allen"	"Manchester"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Lily-Allen>	"Lily Allen"	"Los Angeles"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/The-Jungle-Giants>	"The Jungle Giants"	"Gold Coast"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/The-Jungle-Giants>	"The Jungle Giants"	"Sydney"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/The-Jungle-Giants>	"The Jungle Giants"	"Melbourne"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/The-Jungle-Giants>	"The Jungle Giants"	"Perth"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/The-Jungle-Giants>	"The Jungle Giants"	"Brisbane"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Dej-Loaf>	"Dej Loaf"	"New York"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Dej-Loaf>	"Dej Loaf"	"Detroit"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Dej-Loaf>	"Dej Loaf"	"Los Angeles"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Dej-Loaf>	"Dej Loaf"	"Chicago"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Dej-Loaf>	"Dej Loaf"	"SF Bay Area"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Lost-Frequencies-discography>	"Lost Frequencies"	"Paris"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Lost-Frequencies-discography>	"Lost Frequencies"	"Boston / Cambridge"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Lost-Frequencies-discography>	"Lost Frequencies"	"Miami"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Lost-Frequencies-discography>	"Lost Frequencies"	"San Diego"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Lost-Frequencies-discography>	"Lost Frequencies"	"Ibiza"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Cedric-Gervais>	"Cedric Gervais"	"Las Vegas"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Cedric-Gervais>	"Cedric Gervais"	"Philadelphia"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Cedric-Gervais>	"Cedric Gervais"	"New York"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Cedric-Gervais>	"Cedric Gervais"	"Los Angeles"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Cedric-Gervais>	"Cedric Gervais"	"Miami"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Adam-Green-(musician)>	"Adam Green"	"Amsterdam"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Adam-Green-(musician)>	"Adam Green"	"New York"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Adam-Green-(musician)>	"Adam Green"	"London"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Adam-Green-(musician)>	"Adam Green"	"Los Angeles"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Adam-Green-(musician)>	"Adam Green"	"Berlin"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Beautiful-Girls-(film)>	"The Beautiful Girls"	"Gold Coast"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Beautiful-Girls-(film)>	"The Beautiful Girls"	"Sydney"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Beautiful-Girls-(film)>	"The Beautiful Girls"	"Melbourne"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Beautiful-Girls-(film)>	"The Beautiful Girls"	"Perth"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Beautiful-Girls-(film)>	"The Beautiful Girls"	"Brisbane"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Alesso>	"Alesso"	"Las Vegas"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Alesso>	"Alesso"	"New York"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Alesso>	"Alesso"	"Los Angeles"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Alesso>	"Alesso"	"Miami"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Alesso>	"Alesso"	"Ibiza"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Civil-Twilight-(band)>	"Civil Twilight"	"Philadelphia"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Civil-Twilight-(band)>	"Civil Twilight"	"New York"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Civil-Twilight-(band)>	"Civil Twilight"	"Atlanta"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Civil-Twilight-(band)>	"Civil Twilight"	"Los Angeles"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Civil-Twilight-(band)>	"Civil Twilight"	"Austin"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Paul-Johnson>	"Paul Johnson"	"New York"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Paul-Johnson>	"Paul Johnson"	"London"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Paul-Johnson>	"Paul Johnson"	"Paris"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Paul-Johnson>	"Paul Johnson"	"Chicago"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Paul-Johnson>	"Paul Johnson"	"Maidstone"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Lindsey-Stirling>	"Lindsey Stirling"	"Denver"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Lindsey-Stirling>	"Lindsey Stirling"	"New York"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Lindsey-Stirling>	"Lindsey Stirling"	"Los Angeles"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Lindsey-Stirling>	"Lindsey Stirling"	"Phoenix"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Lindsey-Stirling>	"Lindsey Stirling"	"SF Bay Area"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/21-Savage>	"21 Savage"	"Denver"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/21-Savage>	"21 Savage"	"Philadelphia"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/21-Savage>	"21 Savage"	"New York"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/21-Savage>	"21 Savage"	"Houston"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/21-Savage>	"21 Savage"	"Dallas - Fort Worth"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/21-Savage>	"21 Savage"	"Los Angeles"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/21-Savage>	"21 Savage"	"Perth"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/21-Savage>	"21 Savage"	"Budapest"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/21-Savage>	"21 Savage"	"Austin"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/21-Savage>	"Savage"	"Denver"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/21-Savage>	"Savage"	"Philadelphia"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/21-Savage>	"Savage"	"New York"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/21-Savage>	"Savage"	"Houston"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/21-Savage>	"Savage"	"Dallas - Fort Worth"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/21-Savage>	"Savage"	"Los Angeles"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/21-Savage>	"Savage"	"Perth"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/21-Savage>	"Savage"	"Budapest"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/21-Savage>	"Savage"	"Austin"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Odesza>	"Madelyn Grant"	"Denver"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Odesza>	"Madelyn Grant"	"New York"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Odesza>	"Madelyn Grant"	"Detroit"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Odesza>	"Madelyn Grant"	"Grand Rapids"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Odesza>	"Madelyn Grant"	"Los Angeles"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Odesza>	"Madelyn Grant"	"Seattle"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Odesza>	"Madelyn Grant"	"SF Bay Area"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Odesza>	"ODESZA"	"Denver"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Odesza>	"ODESZA"	"New York"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Odesza>	"ODESZA"	"Detroit"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Odesza>	"ODESZA"	"Grand Rapids"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Odesza>	"ODESZA"	"Los Angeles"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Odesza>	"ODESZA"	"Seattle"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Odesza>	"ODESZA"	"SF Bay Area"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Bun-B>	"Bun B"	"San Antonio"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Bun-B>	"Bun B"	"Houston"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Bun-B>	"Bun B"	"Dallas - Fort Worth"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Bun-B>	"Bun B"	"Indianapolis"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Bun-B>	"Bun B"	"Austin"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Emmylou-Harris>	"Emmylou Harris"	"New York"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Emmylou-Harris>	"Emmylou Harris"	"Los Angeles"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Emmylou-Harris>	"Emmylou Harris"	"Nashville"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Emmylou-Harris>	"Emmylou Harris"	"Washington"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Emmylou-Harris>	"Emmylou Harris"	"SF Bay Area"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Say-Hi>	"Say Hi"	"Philadelphia"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Say-Hi>	"Say Hi"	"New York"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Say-Hi>	"Say Hi"	"Los Angeles"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Say-Hi>	"Say Hi"	"Seattle"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Say-Hi>	"Say Hi"	"Chicago"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Andrew-McMahon>	"Andrew McMahon in the Wilderness"	"Philadelphia"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Andrew-McMahon>	"Andrew McMahon in the Wilderness"	"New York"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Andrew-McMahon>	"Andrew McMahon in the Wilderness"	"Los Angeles"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Andrew-McMahon>	"Andrew McMahon in the Wilderness"	"Milwaukee"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Andrew-McMahon>	"Andrew McMahon in the Wilderness"	"San Diego"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Simple-Minds>	"Simple Minds"	"Antwerp"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Simple-Minds>	"Simple Minds"	"Glasgow"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Simple-Minds>	"Simple Minds"	"London"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Simple-Minds>	"Simple Minds"	"Edinburgh"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Simple-Minds>	"Simple Minds"	"Rotterdam"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Matthew-Walker-(scientist)>	"Wes Walker"	"Philadelphia"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Matthew-Walker-(scientist)>	"Wes Walker"	"New York"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Matthew-Walker-(scientist)>	"Wes Walker"	"Stanhope"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Matthew-Walker-(scientist)>	"Wes Walker"	"Dallas - Fort Worth"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Matthew-Walker-(scientist)>	"Wes Walker"	"Columbus"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Yeasayer>	"Yeasayer"	"New York"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Yeasayer>	"Yeasayer"	"London"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Yeasayer>	"Yeasayer"	"Los Angeles"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Yeasayer>	"Yeasayer"	"Austin"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Yeasayer>	"Yeasayer"	"SF Bay Area"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Rachel-Platten>	"Rachel Platten"	"New York"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Rachel-Platten>	"Rachel Platten"	"Los Angeles"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Rachel-Platten>	"Rachel Platten"	"Boston / Cambridge"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Rachel-Platten>	"Rachel Platten"	"Washington"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Rachel-Platten>	"Rachel Platten"	"SF Bay Area"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Miguel>	"Miguel"	"Las Vegas"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Miguel>	"Miguel"	"Philadelphia"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Miguel>	"Miguel"	"New York"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Miguel>	"Miguel"	"Los Angeles"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Miguel>	"Miguel"	"SF Bay Area"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Matthew-Sweet>	"Matthew Sweet"	"New York"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Matthew-Sweet>	"Matthew Sweet"	"Atlanta"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Matthew-Sweet>	"Matthew Sweet"	"Los Angeles"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Matthew-Sweet>	"Matthew Sweet"	"Chicago"
