?subject	?name	?entity_name
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Pretenders>	"Pretenders"	"Simple Minds"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Pretenders>	"Pretenders"	"Stevie Nicks"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Pretenders>	"Pretenders"	"Cat Power"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Pretenders>	"Pretenders"	"U2"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Cassadee-Pope>	"Cassadee Pope"	"Tim McGraw"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Cassadee-Pope>	"Cassadee Pope"	"Chris Young"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Cassadee-Pope>	"Cassadee Pope"	"Kip Moore"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Cassadee-Pope>	"Cassadee Pope"	"Maren Morris"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Morbid-Angel>	"Morbid Angel"	"Kreator"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Morbid-Angel>	"Morbid Angel"	"Nile Rodgers"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Morbid-Angel>	"Morbid Angel"	"Nile"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Ryan-Leslie>	"Ryan Leslie"	"Trey Songz"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Ryan-Leslie>	"Ryan Leslie"	"CeeLo Green"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Ryan-Leslie>	"Ryan Leslie"	"Melanie Fiona"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Ryan-Leslie>	"Ryan Leslie"	"Bobby V"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Ryan-Leslie>	"Ryan Leslie"	"Jazmine Sullivan"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Anthony-Hamilton-(musician)>	"Nappy Roots"	"Raheem DeVaughn"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Anthony-Hamilton-(musician)>	"Nappy Roots"	"Chrisette Michele"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Anthony-Hamilton-(musician)>	"Nappy Roots"	"Musiq Soulchild"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Anthony-Hamilton-(musician)>	"Nappy Roots"	"Kem"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Anthony-Hamilton-(musician)>	"Nappy Roots"	"Juvenile"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Anthony-Hamilton-(musician)>	"Anthony Hamilton"	"Raheem DeVaughn"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Anthony-Hamilton-(musician)>	"Anthony Hamilton"	"Chrisette Michele"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Anthony-Hamilton-(musician)>	"Anthony Hamilton"	"Musiq Soulchild"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Anthony-Hamilton-(musician)>	"Anthony Hamilton"	"Kem"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Anthony-Hamilton-(musician)>	"Anthony Hamilton"	"Juvenile"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Arca-(musician)>	"Arca"	"Thundercat"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Tkay-Maidza>	"Tkay Maidza"	"Meg Mac"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Tkay-Maidza>	"Tkay Maidza"	"Flight Facilities"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Tkay-Maidza>	"Tkay Maidza"	"DMA'S"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Tkay-Maidza>	"Tkay Maidza"	"Hermitude"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Tkay-Maidza>	"Tkay Maidza"	"Hilltop Hoods"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Action-Bronson>	"Action Bronson"	"Danny Brown"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Action-Bronson>	"Action Bronson"	"Vince Staples"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Action-Bronson>	"Action Bronson"	"Mac Miller"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Angie-Stone>	"Angie Stone"	"Nappy Roots"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Angie-Stone>	"Angie Stone"	"Anthony Hamilton"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Angie-Stone>	"Angie Stone"	"Dwele"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Angie-Stone>	"Angie Stone"	"Leela James"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Lamb-of-God-(band)>	"Lamb of God"	"Slayer"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Lamb-of-God-(band)>	"Lamb of God"	"Hatebreed"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Lamb-of-God-(band)>	"Lamb of God"	"Anthrax"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Lamb-of-God-(band)>	"Lamb of God"	"In Flames"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Lamb-of-God-(band)>	"Lamb of God"	"Testament"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/The-Jesus-and-Mary-Chain>	"The Jesus and Mary Chain"	"Nine Inch Nails"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/The-Jesus-and-Mary-Chain>	"The Jesus and Mary Chain"	"Red Hot Chili Peppers"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/The-Jesus-and-Mary-Chain>	"The Jesus and Mary Chain"	"Soundgarden"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/The-Jesus-and-Mary-Chain>	"The Jesus and Mary Chain"	"Ministry"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Carolina-Liar>	"Carolina Liar"	"The Fray"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Carolina-Liar>	"Carolina Liar"	"Kelly Clarkson"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Carolina-Liar>	"Carolina Liar"	"OneRepublic"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Carolina-Liar>	"Carolina Liar"	"David Cook"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Grace-Mitchell>	"Grace Mitchell"	"The Lemon Twigs"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Grace-Mitchell>	"Grace Mitchell"	"Tove Lo"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Grace-Mitchell>	"Grace Mitchell"	"Little Dragon"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Grace-Mitchell>	"Grace Mitchell"	"St. Lucia"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Lily-Allen>	"Lily Allen"	"Editors"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Lily-Allen>	"Lily Allen"	"Dizzee Rascal"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Lily-Allen>	"Lily Allen"	"Kaiser Chiefs"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Lily-Allen>	"Lily Allen"	"Paolo Nutini"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Lily-Allen>	"Lily Allen"	"Kasabian"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/The-Jungle-Giants>	"The Jungle Giants"	"Thundamentals"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/The-Jungle-Giants>	"The Jungle Giants"	"Violent Soho"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Dej-Loaf>	"Dej Loaf"	"Nicki Minaj"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Dej-Loaf>	"Dej Loaf"	"Rae Sremmurd"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Dej-Loaf>	"Dej Loaf"	"Meek Mill"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Dej-Loaf>	"Dej Loaf"	"Tinashe"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Dej-Loaf>	"Dej Loaf"	"Post Malone"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Lost-Frequencies-discography>	"Lost Frequencies"	"Dimitri Vegas"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Lost-Frequencies-discography>	"Lost Frequencies"	"Dimitri Vegas & Like Mike"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Lost-Frequencies-discography>	"Lost Frequencies"	"Don Diablo"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Lost-Frequencies-discography>	"Lost Frequencies"	"Armin van Buuren"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Lost-Frequencies-discography>	"Lost Frequencies"	"Robin Schulz"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Lost-Frequencies-discography>	"Lost Frequencies"	"The Chainsmokers"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Cedric-Gervais>	"Cedric Gervais"	"12th Planet"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Cedric-Gervais>	"Cedric Gervais"	"Dash Berlin"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Cedric-Gervais>	"Cedric Gervais"	"David Guetta"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Cedric-Gervais>	"Cedric Gervais"	"Kaskade"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Cedric-Gervais>	"Cedric Gervais"	"R3hab"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Adam-Green-(musician)>	"Adam Green"	"The Strokes"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Alesso>	"Alesso"	"Armin van Buuren"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Alesso>	"Alesso"	"Afrojack"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Alesso>	"Alesso"	"Tiësto"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Alesso>	"Alesso"	"Sevenn"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Alesso>	"Alesso"	"David Guetta"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Alesso>	"Alesso"	"Above & Beyond"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Civil-Twilight-(band)>	"Civil Twilight"	"MuteMath"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Civil-Twilight-(band)>	"Civil Twilight"	"Anberlin"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Paul-Johnson>	"Paul Johnson"	"Green Velvet"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Lindsey-Stirling>	"Lindsey Stirling"	"Dia Frampton"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Lindsey-Stirling>	"Lindsey Stirling"	"Evanescence"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/21-Savage>	"21 Savage"	"Young Nudy"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/21-Savage>	"21 Savage"	"J-Kwon"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/21-Savage>	"21 Savage"	"Lil Uzi Vert"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/21-Savage>	"21 Savage"	"Tee Grizzley"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/21-Savage>	"21 Savage"	"Young M.A"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/21-Savage>	"21 Savage"	"Post Malone"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/21-Savage>	"Savage"	"Young Nudy"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/21-Savage>	"Savage"	"J-Kwon"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/21-Savage>	"Savage"	"Lil Uzi Vert"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/21-Savage>	"Savage"	"Tee Grizzley"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/21-Savage>	"Savage"	"Young M.A"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/21-Savage>	"Savage"	"Post Malone"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Odesza>	"Madelyn Grant"	"Little People"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Odesza>	"Madelyn Grant"	"Hayden James"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Odesza>	"Madelyn Grant"	"Emancipator"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Odesza>	"Madelyn Grant"	"Big Wild"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Odesza>	"ODESZA"	"Little People"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Odesza>	"ODESZA"	"Hayden James"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Odesza>	"ODESZA"	"Emancipator"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Odesza>	"ODESZA"	"Big Wild"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Bun-B>	"Bun B"	"Trick Daddy"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Bun-B>	"Bun B"	"Too $hort"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Bun-B>	"Bun B"	"Mystikal"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Bun-B>	"Bun B"	"8ball & MJG"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Bun-B>	"Bun B"	"Juvenile"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Emmylou-Harris>	"Emmylou Harris"	"Alison Krauss"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Emmylou-Harris>	"Emmylou Harris"	"Steve Earle"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Emmylou-Harris>	"Emmylou Harris"	"Patty Griffin"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Say-Hi>	"Say Hi"	"Telekinesis"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Say-Hi>	"Say Hi"	"Jukebox the Ghost"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Andrew-McMahon>	"Andrew McMahon in the Wilderness"	"Atlas Genius"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Andrew-McMahon>	"Andrew McMahon in the Wilderness"	"Panic! At the Disco"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Andrew-McMahon>	"Andrew McMahon in the Wilderness"	"Night Riots"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Andrew-McMahon>	"Andrew McMahon in the Wilderness"	"Allen Stone"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Andrew-McMahon>	"Andrew McMahon in the Wilderness"	"Grizfolk"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Simple-Minds>	"Simple Minds"	"Pretenders"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Simple-Minds>	"Simple Minds"	"Gabriel & Dresden"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Simple-Minds>	"Simple Minds"	"Peter Gabriel"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Simple-Minds>	"Simple Minds"	"KT Tunstall"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Simple-Minds>	"Simple Minds"	"China Crisis"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Matthew-Walker-(scientist)>	"Wes Walker"	"Shwayze"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Yeasayer>	"Yeasayer"	"Foals"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Yeasayer>	"Yeasayer"	"Hot Chip"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Yeasayer>	"Yeasayer"	"MGMT"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Yeasayer>	"Yeasayer"	"Holy Fuck"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Rachel-Platten>	"Rachel Platten"	"Eric Hutchinson"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Rachel-Platten>	"Rachel Platten"	"Colbie Caillat"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Rachel-Platten>	"Rachel Platten"	"Pentatonix"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Rachel-Platten>	"Rachel Platten"	"Matt Nathanson"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Miguel>	"Miguel"	"Trey Songz"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Miguel>	"Miguel"	"Drake"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Miguel>	"Miguel"	"Future"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Miguel>	"Miguel"	"Alicia Keys"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Matthew-Sweet>	"Matthew Sweet"	"Big Head Todd & The Monsters"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Matthew-Sweet>	"Matthew Sweet"	"Soul Asylum"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Slim>	"Slim"	"Kane Brown"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Azonto-(Fuse-ODG-song)>	"Fuse ODG"	"Sigma"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Azonto-(Fuse-ODG-song)>	"Fuse ODG"	"Ella Henderson"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Azonto-(Fuse-ODG-song)>	"Fuse ODG"	"Jess Glynne"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Azonto-(Fuse-ODG-song)>	"Fuse ODG"	"Gorgon City"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Azonto-(Fuse-ODG-song)>	"Fuse ODG"	"Clean Bandit"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/In-Between-(Scotty-McCreery-song)>	"Scotty McCreery"	"Brad Paisley"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/In-Between-(Scotty-McCreery-song)>	"Scotty McCreery"	"Lauren Alaina"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/In-Between-(Scotty-McCreery-song)>	"Scotty McCreery"	"The Band Perry"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Dave-Matthews-Band>	"Dave Matthews Band"	"Alberta Cross"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Dave-Matthews-Band>	"Dave Matthews Band"	"Jason Mraz"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Dave-Matthews-Band>	"Dave Matthews Band"	"Blues Traveler"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Dave-Matthews-Band>	"Dave Matthews Band"	"Gary Clark Jr."
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Dave-Matthews-Band>	"Dave Matthews Band"	"John Butler Trio"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Bruce-Cockburn>	"Bruce Cockburn"	"Emmylou Harris"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Bruce-Cockburn>	"Bruce Cockburn"	"Steve Earle"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Bruce-Cockburn>	"Bruce Cockburn"	"Patty Griffin"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Keller-Williams-Realty>	"Keller Williams"	"Railroad Earth"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Keller-Williams-Realty>	"Keller Williams"	"Umphrey's McGee"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Keller-Williams-Realty>	"Keller Williams"	"Yonder Mountain String Band"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Dillon>	"Dillon"	"Björk"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Dillon>	"Dillon"	"Boys Noize"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Dillon>	"Dillon"	"Modeselektor"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Lee-Greenwood>	"Lee Greenwood"	"Vince Gill"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Lee-Greenwood>	"Lee Greenwood"	"Sawyer Brown"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Shoreline-Mafia>	"SHORELINE MAFIA"	"$UICIDEBOY$"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Carl-Craig>	"Carl Craig"	"Tiga"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Carl-Craig>	"Carl Craig"	"Dubfire"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Carl-Craig>	"Carl Craig"	"Richie Hawtin"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Empire-of-the-Sun-(band)>	"Empire of the Sun"	"Robert DeLong"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Empire-of-the-Sun-(band)>	"Empire of the Sun"	"The Temper Trap"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Empire-of-the-Sun-(band)>	"Empire of the Sun"	"David Guetta"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Empire-of-the-Sun-(band)>	"Empire of the Sun"	"Alpine"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Empire-of-the-Sun-(band)>	"Empire of the Sun"	"Vampire Weekend"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Michael-Bolton>	"Michael Bolton"	"Kenny G"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Killswitch-Engage>	"Killswitch Engage"	"As I Lay Dying"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Killswitch-Engage>	"Killswitch Engage"	"Trivium"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Killswitch-Engage>	"Killswitch Engage"	"Anthrax"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Killswitch-Engage>	"Killswitch Engage"	"The Devil Wears Prada"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Sloan>	"Sloan"	"Our Lady Peace"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Givers>	"Givers"	"Ra Ra Riot"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Givers>	"Givers"	"Twin Shadow"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Kari-Jobe>	"Kari Jobe"	"Hillsong Worship"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Kari-Jobe>	"Kari Jobe"	"Building 429"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Kari-Jobe>	"Kari Jobe"	"KB"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Kari-Jobe>	"Kari Jobe"	"Skillet"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/John-Grant-(musician)>	"John Grant"	"Elbow"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Long-Way-Down-(Robert-DeLong-song)>	"Robert DeLong"	"Empire of the Sun"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Long-Way-Down-(Robert-DeLong-song)>	"Robert DeLong"	"Twenty One Pilots"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Long-Way-Down-(Robert-DeLong-song)>	"Robert DeLong"	"Coleman Hell"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Long-Way-Down-(Robert-DeLong-song)>	"Robert DeLong"	"Disclosure"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Camron>	"Cam'ron"	"Smoke DZA"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Camron>	"Cam'ron"	"Juelz Santana"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Camron>	"Cam'ron"	"G Herbo"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Camron>	"Cam'ron"	"Jim Jones"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Camron>	"Cam'ron"	"Nyck Caution"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Lil-Jon>	"Lil Jon"	"T-Pain"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Lil-Jon>	"Lil Jon"	"Ludacris"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Lil-Jon>	"Lil Jon"	"Usher"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Lil-Jon>	"Lil Jon"	"Fatman Scoop"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Colby-ODonis>	"Colby O'Donis"	"Chris Brown"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Ball-Park-Music>	"Ball Park Music"	"San Cisco"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Ball-Park-Music>	"Ball Park Music"	"Boy"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Ball-Park-Music>	"Ball Park Music"	"Boy & Bear"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Ball-Park-Music>	"Ball Park Music"	"Hermitude"
