?subject	?name	?entity_name
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Smokepurpp>	"Smokepurpp"	"Post Malone"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/George-Clinton>	"George Clinton"	"Fishbone"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Chicago>	"Chicago"	"Doobie Brothers"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Chicago>	"Chicago"	"Earth, Wind & Fire"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Chicago>	"Chicago"	"Kool & The Gang"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Chicago>	"Chicago"	"REO Speedwagon"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Chicago>	"Chicago"	"The Beach Boys"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Com-Truise>	"Com Truise"	"Nosaj Thing"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Com-Truise>	"Com Truise"	"Neon Indian"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Com-Truise>	"Com Truise"	"STRFKR"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Bad-Religion>	"Bad Religion"	"Less Than Jake"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Bad-Religion>	"Bad Religion"	"Rise Against"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Bad-Religion>	"Bad Religion"	"Anti-Flag"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Bad-Religion>	"Bad Religion"	"NOFX"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Bad-Religion>	"Bad Religion"	"Big D And The Kids Table"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Diana-Krall>	"Diana Krall"	"Madeleine Peyroux"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Diana-Krall>	"Diana Krall"	"Chris Botti"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Diana-Krall>	"Diana Krall"	"Gregory Porter"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Diana-Krall>	"Diana Krall"	"Buddy Guy"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Suga-Free>	"Suga Free"	"DJ Quik"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Suga-Free>	"Suga Free"	"Bone Thugs-n-Harmony"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Suga-Free>	"Suga Free"	"Too $hort"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Suga-Free>	"Suga Free"	"Mack 10"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Suga-Free>	"Suga Free"	"Warren G"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Madonna>	"Madonna"	"Beastie Boys"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Madonna>	"Madonna"	"Paul Oakenfold"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Madonna>	"Madonna"	"Martin Solveig"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Madonna>	"Madonna"	"Level 42"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Los-Amigos-Invisibles>	"Los Amigos Invisibles"	"Aterciopelados"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Los-Amigos-Invisibles>	"Los Amigos Invisibles"	"Julieta Venegas"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Los-Amigos-Invisibles>	"Los Amigos Invisibles"	"Molotov"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Bob-James>	"Bob James"	"Marcus Miller"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Bob-James>	"Bob James"	"David Sanborn"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Balthazar-Getty>	"Balthazar"	"Selah Sue"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Balthazar-Getty>	"Balthazar"	"Editors"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Balthazar-Getty>	"Balthazar"	"dEUS"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/The-5th-Dimension>	"The 5th Dimension"	"B.J. Thomas"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/The-5th-Dimension>	"The 5th Dimension"	"The Four Tops"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Israel-Houghton>	"Israel & New Breed"	"Donnie McClurkin"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Israel-Houghton>	"Israel & New Breed"	"Hezekiah Walker"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Israel-Houghton>	"Israel & New Breed"	"Israel & New Breed"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Israel-Houghton>	"Israel & New Breed"	"Israel Houghton"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Israel-Houghton>	"Israel & New Breed"	"Kirk Franklin"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Israel-Houghton>	"Israel & New Breed"	"Fred Hammond"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Israel-Houghton>	"Israel & New Breed"	"Third Day"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Israel-Houghton>	"Israel Houghton"	"Donnie McClurkin"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Israel-Houghton>	"Israel Houghton"	"Hezekiah Walker"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Israel-Houghton>	"Israel Houghton"	"Israel & New Breed"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Israel-Houghton>	"Israel Houghton"	"Israel Houghton"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Israel-Houghton>	"Israel Houghton"	"Kirk Franklin"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Israel-Houghton>	"Israel Houghton"	"Fred Hammond"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Israel-Houghton>	"Israel Houghton"	"Third Day"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Cisco-Adler>	"Cisco Adler"	"Shwayze"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Cisco-Adler>	"Cisco Adler"	"Iration"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Cisco-Adler>	"Cisco Adler"	"MOD SUN"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Cisco-Adler>	"Cisco Adler"	"Blackbear"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Cisco-Adler>	"Cisco Adler"	"Matisyahu"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Abra-(singer)>	"ABRA"	"Empress Of"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Abra-(singer)>	"ABRA"	"D.R.A.M."
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Abra-(singer)>	"ABRA"	"Kelela"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/TV-Girl>	"Tv Girl"	"Elvis Depressedly"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Zaz-(singer)>	"Zaz"	"Faithless"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Zaz-(singer)>	"Zaz"	"Ben L'Oncle Soul"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Juicy-J>	"Juicy J"	"Wiz Khalifa"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Juicy-J>	"Juicy J"	"Project Pat"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Juicy-J>	"Juicy J"	"Berner"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Juicy-J>	"Juicy J"	"Chevy Woods"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Birthday-(Anne-Marie-song)>	"Delacey"	"Kacey Musgraves"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Birthday-(Anne-Marie-song)>	"Delacey"	"K.Flay"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Birthday-(Anne-Marie-song)>	"Delacey"	"Flora Cash"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Birthday-(Anne-Marie-song)>	"Delacey"	"Cardi B"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Unearth>	"Unearth"	"Whitechapel"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Unearth>	"Unearth"	"Hatebreed"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Unearth>	"Unearth"	"Carnifex"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Unearth>	"Unearth"	"Every Time I Die"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Iamsu!>	"Iamsu!"	"Tyga"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Iamsu!>	"Iamsu!"	"Sage the Gemini"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Iamsu!>	"Iamsu!"	"Ty Dolla $ign"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Kölsch-(beer)>	"Kölsch"	"Joris Voorn"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Kölsch-(beer)>	"Kölsch"	"Tale Of Us"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Kölsch-(beer)>	"Kölsch"	"Jamie Jones"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Los-Lonely-Boys>	"Los Lonely Boys"	"Los Lobos"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Ferry-Corsten>	"Ferry Corsten"	"Markus Schulz"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Ferry-Corsten>	"Ferry Corsten"	"Armin van Buuren"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Ferry-Corsten>	"Ferry Corsten"	"Afrojack"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Ferry-Corsten>	"Ferry Corsten"	"Tiësto"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Ferry-Corsten>	"Ferry Corsten"	"Sevenn"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Ferry-Corsten>	"Ferry Corsten"	"Above & Beyond"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/The-Ghost-Inside-(band)>	"The Ghost Inside"	"Chelsea Grin"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/The-Ghost-Inside-(band)>	"The Ghost Inside"	"Born of Osiris"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/The-Ghost-Inside-(band)>	"The Ghost Inside"	"The Devil Wears Prada"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/The-Ghost-Inside-(band)>	"The Ghost Inside"	"Motionless In White"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/The-Ghost-Inside-(band)>	"The Ghost Inside"	"Every Time I Die"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/The-Virgins>	"The Virgins"	"Anya Marina"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/The-Virgins>	"The Virgins"	"She Wants Revenge"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Yellow-Claw-(DJs)>	"Yellow Claw"	"Oliver Heldens"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Yellow-Claw-(DJs)>	"Yellow Claw"	"Afrojack"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Yellow-Claw-(DJs)>	"Yellow Claw"	"Martin Garrix"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Chicano-Batman>	"Chicano Batman"	"Vampire Weekend"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Chicano-Batman>	"Chicano Batman"	"Khruangbin"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Chali-2na>	"Chali 2na"	"Ozomatli"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Chali-2na>	"Chali 2na"	"Galactic"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Saba-(rapper)>	"Saba"	"Jean Deaux"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Saba-(rapper)>	"Saba"	"JID"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Panic!-at-the-Disco>	"Panic! At the Disco"	"Fall Out Boy"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Panic!-at-the-Disco>	"Panic! At the Disco"	"Weezer"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Panic!-at-the-Disco>	"Panic! At the Disco"	"Hellogoodbye"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Alex-Winston>	"Alex Winston"	"Grouplove"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Alex-Winston>	"Alex Winston"	"Neon Trees"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Alex-Winston>	"Alex Winston"	"The Naked and Famous"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Jerry-Lee-Lewis>	"Jerry Lee Lewis"	"Chuck Berry"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Jerry-Lee-Lewis>	"Jerry Lee Lewis"	"Buddy Guy"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Goldie>	"Goldie"	"Björk"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Goldie>	"Goldie"	"Andy C"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/The-Go-Gos>	"The Go-Go's"	"The Specials"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/The-Go-Gos>	"The Go-Go's"	"The Psychedelic Furs"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/The-Go-Gos>	"The Go-Go's"	"The B-52's"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/The-Go-Gos>	"The Go-Go's"	"Best Coast"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Âme>	"Âme"	"Recondite"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Tash-Sultana>	"Tash Sultana"	"Ocean Alley"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Tash-Sultana>	"Tash Sultana"	"Gang of Youths"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Tash-Sultana>	"Tash Sultana"	"The Teskey Brothers"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Tash-Sultana>	"Tash Sultana"	"Milky Chance"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Lil-Tecca>	"Lil Tecca"	"unotheactivist"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Lil-Tecca>	"Lil Tecca"	"Playboi Carti"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Lil-Tecca>	"Lil Tecca"	"Polo G"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Lil-Tecca>	"Lil Tecca"	"POLO & PAN"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Lil-Tecca>	"Lil Tecca"	"lil tjay"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Lil-Tecca>	"Lil Tecca"	"Dababy"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Lil-Tecca>	"Lil Tecca"	"Pierre Bourne"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Joan-Baez>	"Joan Baez"	"Bonnie Raitt"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Joan-Baez>	"Joan Baez"	"Steve Earle"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Joan-Baez>	"Joan Baez"	"Mary Chapin Carpenter"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Joan-Baez>	"Joan Baez"	"Indigo Girls"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Joan-Baez>	"Joan Baez"	"Sting"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Milow>	"Milow"	"Selah Sue"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Milow>	"Milow"	"American Authors"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Fats-Domino>	"Fats Domino"	"Chuck Berry"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Fats-Domino>	"Fats Domino"	"The Drifters"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Fats-Domino>	"Fats Domino"	"Jerry Lee Lewis"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Lil-Yachty>	"Lil Yachty"	"21 Savage"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Lil-Yachty>	"Lil Yachty"	"Savage"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Lil-Yachty>	"Lil Yachty"	"Rae Sremmurd"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Lil-Yachty>	"Lil Yachty"	"Migos"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Lil-Yachty>	"Lil Yachty"	"Offset"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Lil-Yachty>	"Lil Yachty"	"Travis"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Lil-Yachty>	"Lil Yachty"	"Travis Scott"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Lil-Yachty>	"Lil Yachty"	"Young Thug"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Joe-Cocker!>	"Joe Cocker"	"Steve Miller Band"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Joe-Cocker!>	"Joe Cocker"	"Huey Lewis And The News"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Joe-Cocker!>	"Joe Cocker"	"George Thorogood and The Destroyers"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Joe-Cocker!>	"Joe Cocker"	"Tom Petty And The Heartbreakers"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Sara-Ramirez>	"Ramirez"	"$UICIDEBOY$"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Sara-Ramirez>	"Ramirez"	"Fat Nick"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Sara-Ramirez>	"Ramirez"	"Shakewell"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Sara-Ramirez>	"Ramirez"	"Pouya"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/5-Seconds-of-Summer>	"5 Seconds of Summer"	"Lennon Stella"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/5-Seconds-of-Summer>	"5 Seconds of Summer"	"The Chainsmokers"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/5-Seconds-of-Summer>	"5 Seconds of Summer"	"Hey Violet"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/5-Seconds-of-Summer>	"5 Seconds of Summer"	"One Direction"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Cerrone>	"Cerrone"	"Mika"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Cate-Le-Bon>	"Cate Le Bon"	"St. Vincent"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Cate-Le-Bon>	"Cate Le Bon"	"Kevin Morby"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Laps-Around-the-Sun-(Ziggy-Alberts-album)>	"Ziggy Alberts"	"Harrison Storm"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Missio-(duo)>	"MISSIO"	"Coast Modern"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Missio-(duo)>	"MISSIO"	"Yungblud"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/NF-(rapper)>	"NF"	"Crowder"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/NF-(rapper)>	"NF"	"Tauren Wells"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/NF-(rapper)>	"NF"	"Logic"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/NF-(rapper)>	"NF"	"Kyle"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Owen-Pallett>	"Owen Pallett"	"Grizzly Bear"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Owen-Pallett>	"Owen Pallett"	"The National"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Miniature-Tigers>	"Miniature Tigers"	"Geographer"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Miniature-Tigers>	"Miniature Tigers"	"The Griswolds"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Thomas-Rhett>	"Thomas Rhett"	"Jason Aldean"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Thomas-Rhett>	"Thomas Rhett"	"Jake Owen"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Thomas-Rhett>	"Thomas Rhett"	"Dustin Lynch"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Thomas-Rhett>	"Thomas Rhett"	"A Thousand Horses"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Thomas-Rhett>	"Thomas Rhett"	"Florida Georgia Line"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Noah-Reid>	"Noah & The Whale"	"Metronomy"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Noah-Reid>	"Noah & The Whale"	"Friendly Fires"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Noah-Reid>	"Noah & The Whale"	"Frank Turner"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Noah-Reid>	"Noah & The Whale"	"Bahamas"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Noah-Reid>	"Noah & The Whale"	"Crystal Castles"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Simply-Red>	"Simply Red"	"Macy Gray"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Simply-Red>	"Simply Red"	"Natalie Imbruglia"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Simply-Red>	"Simply Red"	"Sinéad O'Connor"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/DAngelo>	"D'Angelo"	"Mary J. Blige"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/DAngelo>	"D'Angelo"	"Melanie Fiona"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/DAngelo>	"D'Angelo"	"Meg Mac"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/DAngelo>	"D'Angelo"	"Gary Clark Jr."
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Black-Tiger-Sex-Machine>	"Dabin"	"ILLENIUM"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Black-Tiger-Sex-Machine>	"Dabin"	"Apashe"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Black-Tiger-Sex-Machine>	"Dabin"	"Said the Sky"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Mike-Williams-(DJ)>	"Mike Williams"	"Zonderling"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Mike-Williams-(DJ)>	"Mike Williams"	"Noisia"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Mike-Williams-(DJ)>	"Mike Williams"	"Julian Jordan"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Mike-Williams-(DJ)>	"Mike Williams"	"Headhunterz"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Mike-Williams-(DJ)>	"Mike Williams"	"Lucas & Steve"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Norah-Jones>	"Norah Jones"	"M. Ward"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Norah-Jones>	"Norah Jones"	"Amos Lee"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/London-Grammar>	"London Grammar"	"Vancouver Sleep Clinic"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/London-Grammar>	"London Grammar"	"The 1975"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/London-Grammar>	"London Grammar"	"George Ezra"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Leven-Kali>	"Leven Kali"	"21 Savage"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Leven-Kali>	"Leven Kali"	"Savage"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Leven-Kali>	"Leven Kali"	"Medasin"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Leven-Kali>	"Leven Kali"	"Maségo"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Leven-Kali>	"Leven Kali"	"Vanjess"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Leven-Kali>	"Leven Kali"	"Ella Mai"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Leven-Kali>	"Leven Kali"	"GoldLink"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Liam-Bailey>	"Liam Bailey"	"Maverick Sabre"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Liam-Bailey>	"Liam Bailey"	"Paloma Faith"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Liam-Bailey>	"Liam Bailey"	"Chase & Status"
<http://dsci558.org/rahul-zerui-project/https://en.wikipedia.org/wiki/Chris-Cagle-discography>	"Chris Cagle"	"Rascal Flatts"
